quote_id,date,customer_id,tech_id,job_type,amount,status
Q00422,2026-01-06,C0331,T01,Wiring Repair,542.74,won
Q00423,2026-01-14,C0313,T01,Wiring Repair,424.31,won
Q00424,2026-06-14,C0115,T05,Electrical Panel Upgrade,1820.53,lost
Q00425,2026-05-16,C0296,T09,AC Install,3947.06,lost
Q00426,2026-03-04,C0025,T03,Diagnostic,89.94,lost
Q00427,2025-12-18,C0407,T05,Furnace Install,3411.07,lost
Q00428,2025-10-16,C0046,T05,Maintenance,131.61,won
Q00429,2025-12-15,C0055,T04,Wiring Repair,351.62,won
Q00430,2026-05-14,C0244,T07,Furnace Install,7275.91,open
Q00431,2025-08-19,C0230,T07,Furnace Install,7968.73,won
Q00432,2026-05-14,C0357,T03,Electrical Panel Upgrade,4133.5,open
Q00433,2025-11-23,C0398,T01,AC Install,5623.16,won
Q00434,2026-05-12,C0269,T10,AC Install,6337.33,won
Q00435,2025-09-06,C0140,T01,Diagnostic,102.07,won
Q00436,2026-03-21,C0084,T07,Wiring Repair,823.13,open
Q00437,2026-04-12,C0030,T07,Maintenance,214.18,open
Q00438,2026-04-25,C0276,T08,Maintenance,146.93,won
Q00439,2025-09-24,C0362,T08,Furnace Repair,355.7,won
Q00440,2026-06-08,C0324,T09,Electrical Panel Upgrade,2716.75,lost
Q00441,2026-01-03,C0148,T10,Wiring Repair,324.44,won
Q00442,2026-05-11,C0416,T02,AC Install,7659.08,open
Q00443,2025-07-14,C0021,T01,Furnace Repair,202.29,lost
Q00444,2026-01-07,C0332,T10,Furnace Install,8119.08,won
Q00445,2025-10-30,C0410,T02,Furnace Repair,349.51,won
Q00446,2025-10-15,C0175,T06,AC Repair,390.26,won
Q00447,2026-05-21,C0378,T09,Maintenance,112.86,won
Q00448,2025-12-03,C0269,T09,Electrical Panel Upgrade,3465.65,lost
Q00449,2026-05-14,C0256,T03,Diagnostic,147.23,lost
Q00450,2025-10-22,C0327,T08,Maintenance,192.34,lost
Q00451,2025-11-27,C0383,T03,Maintenance,89.83,won
Q00452,2026-03-21,C0148,T06,Furnace Repair,288.76,open
Q00453,2026-03-27,C0363,T03,Furnace Install,6242.84,lost
Q00454,2025-09-07,C0065,T02,Furnace Install,4321.01,won
Q00455,2026-05-27,C0320,T05,AC Repair,196.3,won
Q00456,2025-07-05,C0126,T09,AC Install,5992.21,won
Q00457,2025-10-13,C0013,T06,Diagnostic,114.94,lost
Q00458,2026-01-23,C0091,T08,AC Install,8221.54,open
Q00459,2026-03-03,C0134,T06,Diagnostic,131.01,won
Q00460,2026-05-18,C0070,T08,Electrical Panel Upgrade,2823.06,open
Q00461,2025-07-17,C0317,T03,Wiring Repair,263.16,lost
Q00462,2026-06-08,C0337,T07,Diagnostic,116.53,lost
Q00463,2026-01-17,C0094,T09,AC Repair,509.14,open
Q00464,2026-05-27,C0033,T03,Diagnostic,109.29,won
Q00465,2026-02-12,C0336,T10,Furnace Install,6462.3,won
Q00466,2025-07-15,C0089,T03,Wiring Repair,308.63,open
Q00467,2026-05-11,C0088,T07,Furnace Install,8549.92,lost
Q00468,2025-12-15,C0121,T05,AC Install,6818.82,won
Q00469,2025-09-24,C0360,T06,Wiring Repair,874.91,lost
Q00470,2026-04-03,C0285,T06,Furnace Install,8462.3,won
Q00471,2025-09-01,C0378,T08,Diagnostic,130.77,won
Q00472,2025-09-21,C0127,T05,Maintenance,212.39,lost
Q00473,2025-11-11,C0416,T10,Electrical Panel Upgrade,4373.31,lost
Q00474,2025-08-29,C0310,T08,Furnace Repair,608.93,open
Q00475,2026-02-10,C0293,T03,AC Repair,237.17,won
Q00476,2025-07-29,C0342,T04,Wiring Repair,830.75,won
Q00477,2026-03-27,C0110,T02,Diagnostic,111.77,open
Q00478,2025-12-15,C0286,T10,Furnace Repair,671.82,won
Q00479,2025-09-05,C0416,T01,Furnace Repair,531.11,open
Q00480,2025-09-07,C0374,T07,Wiring Repair,753.41,open
Q00481,2026-04-07,C0020,T03,Furnace Install,8146.88,won
Q00482,2026-04-10,C0416,T10,Diagnostic,145.48,open
Q00483,2026-03-23,C0351,T06,Diagnostic,90.79,lost
Q00484,2026-06-26,C0183,T09,Wiring Repair,329.26,lost
Q00485,2026-01-18,C0104,T01,AC Repair,158.67,open
Q00486,2025-10-29,C0418,T02,Maintenance,164.02,lost
Q00487,2025-12-12,C0035,T08,AC Install,5581.32,open
Q00488,2025-10-16,C0399,T01,AC Install,4395.29,lost
Q00489,2026-04-27,C0048,T01,Wiring Repair,411.95,won
Q00490,2026-05-31,C0314,T01,Furnace Install,7810.2,open
Q00491,2026-04-22,C0043,T08,Maintenance,116.56,lost
Q00492,2025-08-17,C0204,T03,AC Install,3790.5,won
Q00493,2025-09-16,C0081,T04,AC Install,4208.48,lost
Q00494,2026-06-24,C0239,T07,Diagnostic,131.45,won
Q00495,2025-08-28,C0058,T02,AC Install,5795.49,won
Q00496,2025-10-01,C0317,T02,AC Repair,510.84,won
Q00497,2025-12-23,C0102,T04,Diagnostic,144.41,lost
Q00498,2025-10-18,C0293,T05,AC Repair,246.22,won
Q00499,2025-10-15,C0234,T03,AC Repair,475.31,lost
Q00500,2025-12-02,C0392,T03,AC Install,8210.01,won
Q00501,2025-08-16,C0405,T01,Electrical Panel Upgrade,3307.64,lost
Q00502,2026-03-26,C0005,T06,Furnace Repair,479.74,won
Q00503,2025-09-07,C0147,T10,Furnace Repair,375.3,won
Q00504,2026-04-29,C0180,T06,Furnace Install,7240.82,lost
Q00505,2025-08-03,C0367,T04,AC Repair,483.48,lost
Q00506,2025-09-04,C0398,T01,Diagnostic,82.29,open
Q00507,2025-08-30,C0098,T05,Furnace Repair,400.41,won
Q00508,2025-12-15,C0158,T07,Wiring Repair,733.8,won
Q00509,2025-07-14,C0381,T02,Electrical Panel Upgrade,3902.01,won
Q00510,2026-03-04,C0064,T07,AC Repair,330.91,won
Q00511,2025-10-27,C0031,T05,Diagnostic,87.48,lost
Q00512,2026-02-12,C0219,T07,AC Install,8671.79,won
Q00513,2025-10-25,C0145,T03,Furnace Repair,456.14,open
Q00514,2025-08-24,C0134,T06,Wiring Repair,867.04,won
Q00515,2026-06-16,C0360,T04,AC Repair,505.17,won
Q00516,2025-11-05,C0009,T02,AC Repair,458.07,open
Q00517,2026-01-24,C0394,T10,Diagnostic,122.99,won
Q00518,2025-12-05,C0227,T06,AC Install,7040.74,lost
Q00519,2025-12-26,C0218,T05,Wiring Repair,790.45,open
Q00520,2025-11-06,C0071,T02,Diagnostic,137.76,won
Q00521,2026-02-08,C0023,T02,AC Repair,427.47,lost
Q00522,2026-03-21,C0107,T01,AC Install,3659.87,open
Q00523,2026-01-28,C0231,T02,Furnace Install,5432.37,lost
Q00524,2025-08-16,C0217,T03,Diagnostic,113.72,won
Q00525,2026-03-22,C0230,T06,AC Install,4144.41,lost
Q00526,2025-08-25,C0238,T01,Wiring Repair,259.1,won
Q00527,2026-01-26,C0127,T02,Diagnostic,79.04,lost
Q00528,2025-12-18,C0417,T01,AC Install,8721.38,won
Q00529,2026-03-29,C0154,T08,Electrical Panel Upgrade,2338.64,lost
Q00530,2025-08-28,C0009,T01,Furnace Install,6364.73,won
Q00531,2026-03-30,C0219,T08,Wiring Repair,692.39,lost
Q00532,2026-03-12,C0062,T04,AC Repair,430.63,won
Q00533,2026-06-09,C0207,T10,Furnace Install,4076.87,lost
Q00534,2026-02-11,C0202,T07,Electrical Panel Upgrade,2979.38,lost
Q00535,2025-12-28,C0124,T09,AC Install,8484.16,lost
Q00536,2026-03-01,C0030,T01,AC Repair,639.91,won
Q00537,2026-02-03,C0170,T05,AC Install,7261.03,won
Q00538,2025-08-04,C0229,T01,AC Install,7031.09,lost
Q00539,2025-09-02,C0011,T01,Electrical Panel Upgrade,3822.36,lost
Q00540,2025-10-29,C0388,T10,AC Install,7699.6,lost
Q00541,2026-06-22,C0002,T10,Electrical Panel Upgrade,2650.63,lost
Q00542,2026-06-28,C0402,T06,AC Install,4532.72,won
Q00543,2026-05-08,C0153,T10,AC Repair,473.29,lost
Q00544,2026-03-12,C0271,T10,Maintenance,218.65,lost
Q00545,2026-05-28,C0238,T04,AC Install,7041.9,lost
Q00546,2026-01-29,C0285,T10,Maintenance,187.24,won
Q00547,2026-01-12,C0111,T03,AC Install,6409.73,open
Q00548,2026-03-06,C0137,T10,Diagnostic,93.62,lost
Q00549,2025-12-13,C0108,T03,Maintenance,185.54,open
Q00550,2026-06-08,C0292,T10,Electrical Panel Upgrade,4262.32,open
Q00551,2026-02-14,C0365,T02,AC Repair,561.27,won
Q00552,2026-02-06,C0110,T01,Furnace Repair,422.98,won
Q00553,2026-04-03,C0046,T02,Furnace Repair,393.59,lost
Q00554,2026-06-04,C0049,T05,AC Repair,574.81,open
Q00555,2026-04-06,C0190,T04,AC Install,7606.08,lost
Q00556,2026-04-19,C0058,T03,Diagnostic,81.26,won
Q00557,2025-07-12,C0016,T09,Electrical Panel Upgrade,4001.36,open
Q00558,2026-04-06,C0156,T05,Maintenance,159.1,won
Q00559,2025-08-31,C0268,T06,Diagnostic,113.49,open
Q00560,2026-04-19,C0192,T09,Diagnostic,107.83,won
Q00561,2025-09-27,C0133,T01,AC Repair,420.05,won
Q00562,2025-12-11,C0093,T02,Diagnostic,138.16,won
Q00563,2025-08-13,C0207,T10,Electrical Panel Upgrade,2047.06,lost
Q00564,2025-08-13,C0256,T09,Furnace Repair,530.66,lost
Q00565,2025-09-23,C0259,T09,Maintenance,108.71,lost
Q00566,2026-01-17,C0137,T01,Diagnostic,78.24,won
Q00567,2025-08-30,C0405,T02,Electrical Panel Upgrade,3368.63,won
Q00568,2026-02-04,C0283,T08,AC Repair,471.16,won
Q00569,2025-11-23,C0371,T06,Furnace Install,5313.37,won
Q00570,2026-02-21,C0150,T03,Maintenance,172.84,open
Q00571,2026-02-01,C0193,T10,Electrical Panel Upgrade,2836.07,lost
Q00572,2025-11-13,C0137,T01,Maintenance,148.35,won
Q00573,2025-08-03,C0079,T01,Diagnostic,117.06,won
Q00574,2025-09-11,C0297,T06,Furnace Repair,575.23,lost
Q00575,2026-01-25,C0280,T09,Electrical Panel Upgrade,2137.66,lost
Q00576,2026-04-20,C0274,T05,Furnace Install,5440.73,lost
Q00577,2025-10-25,C0071,T07,AC Repair,642.51,won
Q00578,2025-09-16,C0295,T10,Diagnostic,80.11,won
Q00579,2025-08-02,C0038,T05,AC Install,4786.71,lost
Q00580,2026-04-27,C0339,T06,Furnace Install,7430.75,lost
Q00581,2025-09-22,C0056,T07,Furnace Install,4502.83,won
Q00582,2026-01-25,C0096,T06,AC Repair,640.51,won
Q00583,2025-11-08,C0262,T09,Wiring Repair,266.08,won
Q00584,2026-06-24,C0185,T03,AC Repair,603.21,won
Q00585,2025-12-02,C0135,T03,Diagnostic,84.34,won
Q00586,2025-12-10,C0357,T04,AC Repair,294.58,won
Q00587,2026-04-17,C0033,T07,Maintenance,150.58,lost
Q00588,2025-08-03,C0305,T05,Furnace Repair,459.88,lost
Q00589,2026-05-19,C0278,T09,AC Repair,628.21,lost
Q00590,2026-01-22,C0075,T09,Diagnostic,82.27,won
Q00591,2025-11-16,C0054,T09,Maintenance,192.13,lost
Q00592,2026-05-15,C0321,T07,Furnace Repair,375.8,won
Q00593,2026-02-02,C0203,T10,Furnace Install,7100.28,won
Q00594,2025-12-07,C0160,T10,Maintenance,179.22,open
Q00595,2025-12-15,C0134,T10,Wiring Repair,885.23,lost
Q00596,2025-07-26,C0315,T02,AC Install,4308.61,lost
Q00597,2025-10-01,C0185,T08,AC Repair,273.2,open
Q00598,2026-06-21,C0059,T06,AC Repair,185.19,won
Q00599,2026-06-15,C0306,T04,AC Repair,418.91,lost
Q00600,2026-01-19,C0161,T07,Furnace Install,4591.9,open
Q00601,2026-05-28,C0264,T02,Furnace Repair,481.22,won
Q00602,2026-05-03,C0249,T07,AC Repair,153.84,won
Q00603,2026-06-01,C0153,T03,Electrical Panel Upgrade,3231.95,lost
Q00604,2025-09-30,C0193,T05,AC Repair,649.32,lost
Q00605,2025-11-18,C0255,T07,Maintenance,142.77,won
Q00606,2026-02-09,C0008,T03,Electrical Panel Upgrade,4014.52,open
Q00607,2025-12-09,C0251,T06,Maintenance,188.07,won
Q00608,2025-07-15,C0394,T05,Diagnostic,98.92,won
Q00609,2026-03-17,C0067,T07,AC Repair,271.26,lost
Q00610,2025-11-10,C0402,T07,Maintenance,106.14,lost
Q00611,2026-01-31,C0028,T05,Wiring Repair,275.88,lost
Q00612,2026-05-06,C0028,T04,Wiring Repair,206.41,open
Q00613,2026-02-03,C0061,T03,Furnace Repair,270.95,won
Q00614,2026-02-17,C0356,T08,Maintenance,175.02,won
Q00615,2025-09-07,C0035,T10,Wiring Repair,473.1,won
Q00616,2025-09-29,C0048,T02,Electrical Panel Upgrade,2805.78,open
Q00617,2026-03-15,C0409,T09,Electrical Panel Upgrade,3196.09,lost
Q00618,2025-07-31,C0008,T09,AC Repair,204.17,lost
Q00619,2026-01-19,C0287,T08,Diagnostic,84.59,open
Q00620,2025-09-27,C0403,T08,Wiring Repair,828.09,open
Q00621,2025-11-17,C0368,T03,Diagnostic,105.64,won
Q00622,2025-09-23,C0076,T02,Maintenance,184.69,open
Q00623,2025-07-28,C0129,T09,Furnace Install,4481.32,lost
Q00624,2026-03-03,C0221,T04,Wiring Repair,442.0,lost
Q00625,2026-01-14,C0284,T08,AC Repair,325.18,lost
Q00626,2025-09-25,C0264,T05,Wiring Repair,322.38,won
Q00627,2026-06-09,C0167,T09,Furnace Install,8120.44,won
Q00628,2025-11-15,C0347,T01,AC Repair,622.29,won
Q00629,2026-05-31,C0334,T05,Wiring Repair,527.06,lost
Q00630,2025-10-09,C0072,T02,AC Install,9166.79,won
Q00631,2026-02-15,C0315,T09,Electrical Panel Upgrade,3866.44,lost
Q00632,2026-03-09,C0225,T08,AC Install,8907.02,won
Q00633,2025-10-14,C0331,T05,Furnace Install,6792.49,lost
Q00634,2026-03-08,C0099,T01,Furnace Repair,631.16,lost
Q00635,2026-01-11,C0244,T02,Furnace Repair,363.89,won
Q00636,2026-04-04,C0311,T02,AC Repair,542.02,open
Q00637,2025-07-22,C0366,T06,Electrical Panel Upgrade,3515.42,won
Q00638,2026-05-08,C0369,T06,Furnace Install,6253.78,lost
Q00639,2025-11-14,C0118,T06,Furnace Install,8134.14,won
Q00640,2026-06-24,C0036,T09,AC Install,7790.93,won
Q00641,2026-02-28,C0035,T09,Electrical Panel Upgrade,4074.91,lost
Q00642,2025-09-27,C0131,T05,Electrical Panel Upgrade,4275.33,open
Q00643,2025-11-11,C0028,T07,Electrical Panel Upgrade,4029.8,lost
Q00644,2026-03-31,C0244,T02,Wiring Repair,621.94,won
Q00645,2026-06-26,C0329,T01,AC Install,7617.44,lost
Q00646,2026-06-08,C0330,T04,Wiring Repair,617.03,won
Q00647,2026-02-19,C0377,T09,Electrical Panel Upgrade,2842.19,lost
Q00648,2026-04-23,C0271,T10,Maintenance,156.4,won
Q00649,2026-06-19,C0162,T05,AC Repair,390.62,lost
Q00650,2026-03-03,C0231,T05,AC Install,7586.14,won
Q00651,2025-10-28,C0374,T02,AC Repair,643.25,won
Q00652,2026-01-12,C0138,T03,Electrical Panel Upgrade,2156.94,lost
Q00653,2026-04-12,C0231,T10,Furnace Install,4111.31,won
Q00654,2026-04-17,C0058,T03,AC Install,9411.98,lost
Q00655,2026-03-13,C0419,T07,AC Repair,228.56,open
Q00656,2025-10-16,C0264,T09,Furnace Repair,660.56,lost
Q00657,2026-04-12,C0075,T03,Furnace Install,3878.31,lost
Q00658,2025-07-08,C0090,T04,Furnace Repair,642.26,won
Q00659,2026-06-20,C0223,T08,Maintenance,138.7,won
Q00660,2025-07-16,C0063,T07,Diagnostic,75.84,won
Q00661,2025-11-29,C0197,T06,Furnace Install,7662.41,won
Q00662,2025-10-29,C0333,T06,Electrical Panel Upgrade,2458.72,open
Q00663,2026-04-28,C0142,T08,AC Repair,360.57,lost
Q00664,2026-04-08,C0162,T04,Furnace Repair,340.85,open
Q00665,2026-04-28,C0018,T02,Wiring Repair,202.55,lost
Q00666,2025-07-09,C0094,T07,Diagnostic,75.26,lost
Q00667,2025-11-20,C0195,T10,Wiring Repair,506.27,won
Q00668,2025-07-11,C0222,T07,AC Repair,636.22,lost
Q00669,2026-02-02,C0038,T02,Electrical Panel Upgrade,1835.21,lost
Q00670,2026-01-06,C0363,T02,Electrical Panel Upgrade,2043.8,open
Q00671,2025-10-24,C0414,T01,Electrical Panel Upgrade,3006.96,lost
Q00672,2026-01-21,C0241,T10,Electrical Panel Upgrade,1913.29,lost
Q00673,2026-01-05,C0215,T07,Furnace Install,6270.11,won
Q00674,2025-09-11,C0372,T09,Maintenance,163.34,lost
Q00675,2025-09-20,C0236,T10,Maintenance,191.82,won
Q00676,2026-04-03,C0285,T09,Maintenance,157.13,lost
Q00677,2025-08-30,C0350,T09,Diagnostic,124.53,won
Q00678,2026-05-11,C0016,T06,AC Install,5725.97,lost
Q00679,2025-10-01,C0040,T08,Wiring Repair,598.54,open
Q00680,2025-07-12,C0012,T03,Furnace Install,8482.3,won
Q00681,2026-06-25,C0324,T08,Wiring Repair,565.38,lost
Q00682,2025-10-04,C0155,T01,Maintenance,217.09,lost
Q00683,2025-07-03,C0038,T03,Wiring Repair,748.78,won
Q00684,2026-03-19,C0236,T02,Wiring Repair,540.66,won
Q00685,2025-08-16,C0152,T08,Furnace Repair,380.25,won
Q00686,2025-08-08,C0345,T09,AC Install,8283.41,lost
Q00687,2025-09-13,C0312,T02,Electrical Panel Upgrade,3724.48,lost
Q00688,2025-09-09,C0091,T05,Maintenance,110.32,lost
Q00689,2026-03-02,C0301,T09,Wiring Repair,252.11,won
Q00690,2026-06-28,C0137,T06,Electrical Panel Upgrade,4273.87,won
Q00691,2026-04-10,C0191,T05,Wiring Repair,540.27,lost
Q00692,2025-12-11,C0065,T09,Maintenance,89.38,lost
Q00693,2025-09-03,C0001,T08,Wiring Repair,697.21,won
Q00694,2025-07-26,C0113,T07,AC Install,9052.04,open
Q00695,2026-01-26,C0236,T01,Electrical Panel Upgrade,2263.53,open
Q00696,2025-11-20,C0258,T03,Diagnostic,87.22,lost
Q00697,2025-12-15,C0030,T01,Electrical Panel Upgrade,2040.19,lost
Q00698,2026-03-22,C0353,T03,Furnace Repair,316.15,won
Q00699,2025-08-16,C0038,T07,Furnace Repair,382.53,open
Q00700,2026-01-08,C0034,T08,AC Repair,179.46,won
Q00701,2026-04-14,C0060,T02,AC Repair,437.18,open
Q00702,2026-05-09,C0414,T08,Furnace Repair,236.79,lost
Q00703,2025-08-14,C0219,T03,Wiring Repair,256.61,open
Q00704,2026-01-02,C0028,T08,Furnace Install,7796.57,won
Q00705,2025-07-23,C0037,T08,AC Repair,554.83,lost
Q00706,2026-06-14,C0248,T01,AC Repair,278.21,lost
Q00707,2026-05-31,C0294,T09,AC Install,8211.25,lost
Q00708,2025-12-15,C0416,T04,Electrical Panel Upgrade,3543.82,lost
Q00709,2026-03-25,C0304,T07,Diagnostic,116.65,won
Q00710,2026-01-28,C0305,T03,Wiring Repair,379.96,open
