invoice_id,job_id,customer_id,segment,invoice_date,paid_date,amount
INV00395,J00395,C0405,Residential,2026-05-17,2026-06-06,3346.23
INV00396,J00396,C0082,Residential,2025-10-03,2025-10-11,5995.59
INV00397,J00397,C0151,Residential,2025-12-17,2025-12-21,352.91
INV00398,J00398,C0343,Residential,2026-05-29,2026-05-30,324.53
INV00399,J00399,C0198,Residential,2025-12-12,2025-12-26,122.61
INV00400,J00400,C0023,Commercial,2026-03-21,2026-03-28,97.23
INV00401,J00401,C0108,Commercial,2026-04-02,2026-04-02,1030.75
INV00402,J00402,C0383,Residential,2026-06-25,2026-06-25,178.87
INV00403,J00403,C0037,Property Management,2025-09-30,2025-12-03,3352.4
INV00404,J00404,C0200,Property Management,2026-02-07,2026-03-27,671.31
INV00405,J00405,C0184,Residential,2026-04-26,,443.87
INV00406,J00406,C0339,Commercial,2026-02-10,2026-02-20,93.04
INV00407,J00407,C0153,Residential,2026-04-06,2026-04-10,3628.68
INV00408,J00408,C0022,Residential,2025-07-06,2025-07-14,182.62
INV00409,J00409,C0331,Residential,2025-12-24,2026-01-05,7968.17
INV00410,J00410,C0028,Property Management,2025-08-28,2025-10-28,622.72
INV00411,J00411,C0051,Residential,2025-11-26,2025-12-14,4684.51
INV00412,J00412,C0318,Property Management,2025-10-29,2025-11-24,3918.85
INV00413,J00413,C0291,Residential,2026-06-21,2026-06-29,369.54
INV00414,J00414,C0185,Residential,2025-10-22,2025-10-31,106.59
INV00415,J00415,C0056,Commercial,2025-12-04,,88.18
INV00416,J00416,C0376,Residential,2026-04-02,2026-04-15,8163.48
INV00417,J00417,C0109,Commercial,2025-07-16,2025-07-22,207.73
INV00418,J00418,C0115,Property Management,2025-09-15,2025-10-30,824.01
INV00419,J00419,C0258,Residential,2025-08-16,2025-08-23,90.39
INV00420,J00420,C0082,Residential,2026-03-21,2026-03-31,273.16
INV00421,J00421,C0113,Residential,2026-03-05,2026-03-19,733.03
INV00422,J00422,C0241,Residential,2026-03-23,2026-04-02,842.53
INV00423,J00423,C0297,Property Management,2026-03-24,2026-06-07,3269.75
INV00424,J00424,C0115,Property Management,2025-08-09,2025-09-24,3194.2
INV00425,J00425,C0072,Residential,2026-05-06,2026-05-14,363.65
INV00426,J00426,C0213,Residential,2026-05-05,2026-05-11,8367.04
INV00427,J00427,C0125,Property Management,2025-09-21,,94.65
INV00428,J00428,C0086,Property Management,2026-04-20,2026-06-27,314.3
INV00429,J00429,C0111,Residential,2025-07-10,2025-07-27,3012.85
INV00430,J00430,C0393,Property Management,2026-05-04,2026-07-11,274.58
INV00431,J00431,C0194,Residential,2026-02-18,2026-02-23,5812.77
INV00432,J00432,C0050,Property Management,2026-01-31,2026-04-13,272.26
INV00433,J00433,C0338,Residential,2025-08-30,2025-09-07,4281.97
INV00434,J00434,C0216,Commercial,2026-05-29,2026-06-07,137.52
INV00435,J00435,C0412,Property Management,2026-01-12,,718.98
INV00436,J00436,C0146,Property Management,2026-03-02,2026-04-29,6550.44
INV00437,J00437,C0004,Commercial,2025-07-04,2025-07-11,5750.18
INV00438,J00438,C0275,Residential,2026-02-04,2026-02-10,2943.62
INV00439,J00439,C0190,Residential,2026-01-28,2026-01-31,116.93
INV00440,J00440,C0383,Residential,2026-01-20,2026-02-11,299.48
INV00441,J00441,C0200,Property Management,2025-12-21,2026-01-12,323.17
INV00442,J00442,C0190,Residential,2025-08-02,2025-08-17,2016.11
INV00443,J00443,C0030,Commercial,2026-03-24,2026-03-29,4353.43
INV00444,J00444,C0018,Residential,2026-06-02,2026-06-06,3916.69
INV00445,J00445,C0081,Residential,2026-01-01,2026-01-10,3686.32
INV00446,J00446,C0047,Property Management,2025-10-11,2025-12-13,860.17
INV00447,J00447,C0207,Property Management,2025-10-24,2026-01-04,6419.48
INV00448,J00448,C0412,Property Management,2025-11-28,2026-01-31,559.3
INV00449,J00449,C0248,Residential,2026-02-12,,189.87
INV00450,J00450,C0060,Residential,2026-04-27,2026-04-28,363.59
INV00451,J00451,C0275,Residential,2026-01-28,2026-01-31,206.81
INV00452,J00452,C0092,Residential,2025-12-23,2025-12-23,6359.33
INV00453,J00453,C0378,Residential,2026-06-15,2026-06-18,4318.13
INV00454,J00454,C0399,Property Management,2025-11-05,2025-12-26,274.68
INV00455,J00455,C0191,Commercial,2026-04-04,2026-04-21,706.11
INV00456,J00456,C0114,Commercial,2026-03-19,2026-03-24,3825.46
INV00457,J00457,C0352,Residential,2025-07-17,2025-07-24,743.13
INV00458,J00458,C0195,Residential,2025-07-05,2025-07-16,521.3
INV00459,J00459,C0095,Property Management,2026-02-27,2026-04-18,549.14
INV00460,J00460,C0293,Commercial,2025-11-21,2025-12-03,84.84
INV00461,J00461,C0101,Residential,2025-10-29,2025-11-08,108.11
INV00462,J00462,C0274,Property Management,2026-03-13,2026-04-16,554.69
INV00463,J00463,C0031,Commercial,2026-01-20,,4792.8
INV00464,J00464,C0287,Residential,2025-11-11,2025-11-20,590.24
INV00465,J00465,C0295,Residential,2026-06-13,2026-06-23,6839.25
INV00466,J00466,C0041,Residential,2026-03-19,2026-03-21,103.58
INV00467,J00467,C0293,Commercial,2025-12-20,2025-12-22,142.03
INV00468,J00468,C0310,Residential,2026-05-31,2026-06-06,3540.54
INV00469,J00469,C0086,Property Management,2026-04-27,2026-06-20,88.79
INV00470,J00470,C0086,Property Management,2026-06-24,2026-08-17,5882.27
INV00471,J00471,C0135,Residential,2026-01-20,2026-01-24,7208.61
INV00472,J00472,C0068,Residential,2025-11-23,2025-12-05,114.51
INV00473,J00473,C0140,Residential,2026-03-01,2026-03-03,116.14
INV00474,J00474,C0328,Property Management,2026-02-19,2026-04-26,172.78
INV00475,J00475,C0212,Commercial,2026-02-12,2026-02-22,2501.48
INV00476,J00476,C0274,Property Management,2025-12-24,2026-02-12,1822.46
INV00477,J00477,C0119,Residential,2026-02-06,,3951.27
INV00478,J00478,C0194,Residential,2025-11-05,2025-11-21,294.71
INV00479,J00479,C0333,Residential,2026-05-10,2026-05-24,3805.9
INV00480,J00480,C0317,Residential,2025-11-26,2025-12-06,6216.6
INV00481,J00481,C0053,Property Management,2026-03-31,2026-05-20,221.96
INV00482,J00482,C0160,Residential,2025-10-20,2025-10-29,750.01
INV00483,J00483,C0137,Residential,2025-08-11,2025-08-12,583.34
INV00484,J00484,C0394,Residential,2026-01-12,2026-01-17,663.64
INV00485,J00485,C0200,Property Management,2025-08-18,2025-10-28,7016.08
INV00486,J00486,C0247,Residential,2026-04-08,2026-04-22,7331.12
INV00487,J00487,C0167,Property Management,2025-08-27,2025-10-17,3284.38
INV00488,J00488,C0080,Residential,2025-07-22,2025-07-26,102.85
INV00489,J00489,C0183,Property Management,2026-05-17,2026-06-21,931.72
INV00490,J00490,C0376,Residential,2026-05-27,2026-05-30,335.08
INV00491,J00491,C0151,Residential,2026-03-06,2026-03-16,115.71
INV00492,J00492,C0284,Commercial,2026-02-25,2026-03-09,2232.93
INV00493,J00493,C0195,Residential,2026-02-18,2026-02-21,1216.7
INV00494,J00494,C0269,Residential,2025-08-02,2025-08-27,178.5
INV00495,J00495,C0268,Commercial,2025-12-12,2025-12-28,7453.35
INV00496,J00496,C0051,Residential,2025-08-24,2025-08-28,77.39
INV00497,J00497,C0188,Residential,2026-04-29,2026-05-04,2395.95
INV00498,J00498,C0185,Residential,2025-08-10,2025-08-24,116.85
INV00499,J00499,C0021,Residential,2026-05-12,2026-05-16,3782.61
INV00500,J00500,C0198,Residential,2025-08-21,2025-09-01,4260.98
INV00501,J00501,C0393,Property Management,2026-04-12,2026-07-03,172.66
INV00502,J00502,C0206,Residential,2025-09-24,2025-09-25,442.44
INV00503,J00503,C0212,Commercial,2025-12-09,2025-12-17,734.93
INV00504,J00504,C0382,Property Management,2025-10-18,2025-12-17,122.29
INV00505,J00505,C0070,Residential,2025-11-23,2025-11-23,733.28
INV00506,J00506,C0262,Property Management,2026-06-19,2026-09-03,3302.07
INV00507,J00507,C0299,Residential,2025-09-09,2025-09-18,2474.61
INV00508,J00508,C0406,Commercial,2025-10-20,2025-11-07,6395.2
INV00509,J00509,C0375,Property Management,2025-08-18,2025-10-01,3982.52
INV00510,J00510,C0395,Residential,2026-02-08,2026-02-18,118.7
INV00511,J00511,C0269,Residential,2026-01-12,2026-01-20,278.72
INV00512,J00512,C0295,Residential,2026-01-18,2026-02-03,112.85
INV00513,J00513,C0382,Property Management,2025-08-12,,78.7
INV00514,J00514,C0287,Residential,2025-09-05,2025-09-12,283.02
INV00515,J00515,C0037,Property Management,2026-03-26,2026-05-02,4691.04
INV00516,J00516,C0179,Residential,2026-01-28,2026-02-09,113.95
INV00517,J00517,C0075,Commercial,2025-12-27,2026-01-13,108.03
INV00518,J00518,C0125,Property Management,2025-08-13,2025-10-05,9193.65
INV00519,J00519,C0231,Residential,2026-06-21,2026-06-21,6327.14
INV00520,J00520,C0374,Residential,2025-11-10,2025-11-17,149.42
INV00521,J00521,C0088,Commercial,2026-03-27,2026-04-05,165.91
INV00522,J00522,C0340,Residential,2025-08-04,2025-08-13,200.62
INV00523,J00523,C0195,Residential,2026-05-29,2026-06-13,155.62
INV00524,J00524,C0257,Commercial,2025-08-15,2025-08-30,682.73
INV00525,J00525,C0202,Property Management,2025-12-04,2026-02-09,721.07
INV00526,J00526,C0321,Residential,2026-03-14,2026-03-24,2495.73
INV00527,J00527,C0175,Residential,2025-11-21,2025-12-02,8224.18
INV00528,J00528,C0124,Residential,2026-05-10,2026-05-26,6408.23
INV00529,J00529,C0298,Property Management,2025-09-06,2025-10-11,6231.58
INV00530,J00530,C0395,Residential,2026-03-26,2026-04-05,255.48
INV00531,J00531,C0075,Commercial,2025-08-30,2025-09-08,558.08
INV00532,J00532,C0399,Property Management,2026-02-12,2026-04-12,2307.42
INV00533,J00533,C0119,Residential,2026-05-07,2026-05-11,4493.11
INV00534,J00534,C0095,Property Management,2026-05-06,2026-08-01,138.91
INV00535,J00535,C0114,Commercial,2025-07-08,2025-07-08,3804.39
INV00536,J00536,C0235,Residential,2026-02-10,2026-02-14,141.57
INV00537,J00537,C0381,Residential,2025-12-08,2025-12-14,163.92
INV00538,J00538,C0022,Residential,2025-08-25,2025-09-05,140.83
INV00539,J00539,C0150,Residential,2026-01-15,2026-01-15,871.65
INV00540,J00540,C0331,Residential,2025-07-28,2025-08-08,414.88
INV00541,J00541,C0212,Commercial,2026-06-22,2026-06-27,348.2
INV00542,J00542,C0166,Residential,2026-02-18,2026-02-24,7650.3
INV00543,J00543,C0044,Residential,2025-08-28,2025-09-14,114.29
INV00544,J00544,C0394,Residential,2026-01-10,2026-01-10,111.39
INV00545,J00545,C0215,Residential,2025-09-13,2025-09-26,340.19
INV00546,J00546,C0319,Residential,2025-09-06,2025-09-06,7486.22
INV00547,J00547,C0112,Residential,2026-05-08,2026-05-16,119.16
INV00548,J00548,C0322,Residential,2025-11-03,2025-11-17,3305.38
INV00549,J00549,C0342,Commercial,2025-07-19,2025-07-25,480.61
INV00550,J00550,C0313,Residential,2025-09-30,2025-10-14,523.68
INV00551,J00551,C0048,Residential,2026-04-23,2026-04-26,737.96
INV00552,J00552,C0242,Residential,2026-04-08,2026-04-15,4307.27
INV00553,J00553,C0030,Commercial,2026-06-22,2026-07-05,3812.09
INV00554,J00554,C0312,Property Management,2026-06-18,2026-09-06,4089.05
INV00555,J00555,C0374,Residential,2026-05-11,2026-05-27,122.39
INV00556,J00556,C0013,Residential,2025-10-08,2025-10-25,831.1
INV00557,J00557,C0287,Residential,2025-07-24,2025-08-04,764.23
INV00558,J00558,C0260,Residential,2025-08-04,,3284.98
INV00559,J00559,C0100,Residential,2026-04-18,2026-04-27,381.36
INV00560,J00560,C0275,Residential,2026-03-04,2026-03-19,645.88
INV00561,J00561,C0372,Residential,2026-03-24,2026-03-29,3631.13
INV00562,J00562,C0144,Residential,2025-12-29,2025-12-29,8544.43
INV00563,J00563,C0305,Residential,2026-05-07,2026-05-16,104.31
INV00564,J00564,C0255,Property Management,2025-11-17,2026-01-07,203.89
INV00565,J00565,C0402,Commercial,2025-09-28,2025-10-01,3724.37
INV00566,J00566,C0175,Residential,2026-03-14,2026-03-15,660.29
INV00567,J00567,C0371,Residential,2025-08-20,2025-08-27,199.01
INV00568,J00568,C0240,Residential,2025-07-23,2025-08-10,8835.12
INV00569,J00569,C0103,Residential,2025-12-07,2025-12-16,4278.26
INV00570,J00570,C0059,Residential,2025-09-15,2025-09-21,187.93
INV00571,J00571,C0361,Commercial,2025-12-11,2025-12-21,3970.81
INV00572,J00572,C0067,Property Management,2026-04-03,2026-05-24,77.17
INV00573,J00573,C0304,Commercial,2026-01-17,,507.32
INV00574,J00574,C0291,Residential,2025-10-10,2025-10-29,4290.77
INV00575,J00575,C0119,Residential,2026-06-16,2026-06-28,146.06
INV00576,J00576,C0233,Residential,2025-10-02,2025-10-02,541.25
INV00577,J00577,C0295,Residential,2025-11-22,2025-12-04,289.18
INV00578,J00578,C0273,Residential,2026-05-29,2026-05-30,6265.85
INV00579,J00579,C0175,Residential,2026-03-04,2026-03-17,116.28
INV00580,J00580,C0340,Residential,2025-12-23,2026-01-10,6949.79
INV00581,J00581,C0285,Property Management,2026-05-02,2026-06-26,82.32
INV00582,J00582,C0254,Residential,2026-06-16,2026-06-21,173.49
INV00583,J00583,C0339,Commercial,2026-05-22,2026-05-27,362.89
INV00584,J00584,C0407,Residential,2025-12-10,2025-12-15,4265.65
INV00585,J00585,C0005,Property Management,2025-12-24,2026-01-10,7168.94
INV00586,J00586,C0361,Commercial,2026-04-08,2026-04-27,1098.8
INV00587,J00587,C0365,Residential,2026-04-29,2026-05-08,139.15
INV00588,J00588,C0214,Residential,2025-10-05,2025-10-18,109.21
INV00589,J00589,C0337,Residential,2025-07-09,2025-07-26,407.1
INV00590,J00590,C0093,Residential,2026-02-19,2026-03-03,148.53
INV00591,J00591,C0256,Residential,2026-02-03,,571.78
INV00592,J00592,C0058,Property Management,2025-07-20,2025-09-22,118.52
INV00593,J00593,C0041,Residential,2025-11-21,2025-12-04,114.25
INV00594,J00594,C0409,Residential,2026-06-08,2026-06-22,6977.77
INV00595,J00595,C0376,Residential,2026-02-18,,99.86
INV00596,J00596,C0134,Property Management,2026-06-21,2026-09-13,1965.83
INV00597,J00597,C0249,Residential,2026-05-16,2026-05-23,298.69
INV00598,J00598,C0310,Residential,2025-11-09,2025-11-19,413.56
INV00599,J00599,C0093,Residential,2026-06-24,2026-07-03,7676.48
INV00600,J00600,C0395,Residential,2025-09-17,2025-10-03,103.74
INV00601,J00601,C0387,Residential,2025-12-24,2026-01-02,341.62
INV00602,J00602,C0350,Commercial,2026-03-30,2026-04-09,7151.4
INV00603,J00603,C0272,Residential,2026-02-15,2026-02-24,178.46
INV00604,J00604,C0139,Residential,2026-02-07,2026-02-14,2521.14
INV00605,J00605,C0173,Residential,2025-11-01,2025-11-20,6995.22
INV00606,J00606,C0051,Residential,2025-08-04,2025-08-09,800.32
INV00607,J00607,C0305,Residential,2026-05-14,2026-05-23,7439.63
INV00608,J00608,C0067,Property Management,2025-08-31,2025-10-23,5755.75
INV00609,J00609,C0151,Residential,2025-08-26,2025-09-09,422.82
INV00610,J00610,C0083,Residential,2026-02-04,2026-02-22,746.51
INV00611,J00611,C0226,Property Management,2025-11-10,2026-01-29,1987.38
INV00612,J00612,C0394,Residential,2025-08-25,2025-09-06,404.25
INV00613,J00613,C0293,Commercial,2025-07-18,2025-07-26,7865.27
INV00614,J00614,C0137,Residential,2025-07-01,2025-07-22,269.3
INV00615,J00615,C0373,Property Management,2026-03-02,2026-05-22,191.3
INV00616,J00616,C0275,Residential,2026-03-04,2026-03-20,9110.25
INV00617,J00617,C0274,Property Management,2026-05-28,2026-07-16,8620.05
INV00618,J00618,C0021,Residential,2025-10-12,2025-10-25,683.11
INV00619,J00619,C0044,Residential,2026-06-18,2026-06-18,819.65
INV00620,J00620,C0200,Property Management,2026-04-30,,3552.76
INV00621,J00621,C0174,Residential,2026-02-16,2026-02-20,383.53
INV00622,J00622,C0120,Property Management,2026-02-20,2026-04-30,660.9
INV00623,J00623,C0360,Residential,2026-05-13,2026-05-27,251.51
INV00624,J00624,C0033,Residential,2026-05-09,2026-05-25,605.26
INV00625,J00625,C0416,Property Management,2025-10-12,2025-12-09,198.5
INV00626,J00626,C0407,Residential,2026-04-06,2026-04-13,290.88
INV00627,J00627,C0284,Commercial,2026-01-29,2026-02-09,265.8
INV00628,J00628,C0009,Residential,2026-05-20,2026-05-21,204.23
INV00629,J00629,C0356,Property Management,2026-04-30,2026-06-24,3980.01
INV00630,J00630,C0123,Residential,2026-03-25,2026-03-29,145.36
INV00631,J00631,C0215,Residential,2025-08-15,2025-08-23,1812.34
INV00632,J00632,C0395,Residential,2026-01-02,2026-01-02,6708.2
INV00633,J00633,C0082,Residential,2026-02-28,,125.26
INV00634,J00634,C0054,Residential,2025-12-19,2025-12-31,130.53
INV00635,J00635,C0370,Property Management,2025-08-29,,6168.93
INV00636,J00636,C0117,Residential,2025-10-26,2025-11-05,4088.38
INV00637,J00637,C0224,Residential,2026-02-27,2026-03-09,85.87
INV00638,J00638,C0104,Residential,2025-10-08,2025-10-16,435.12
INV00639,J00639,C0088,Commercial,2026-02-24,2026-02-24,132.03
INV00640,J00640,C0284,Commercial,2026-05-10,,624.6
INV00641,J00641,C0143,Residential,2026-04-29,,76.09
INV00642,J00642,C0003,Residential,2025-10-22,2025-10-22,397.24
INV00643,J00643,C0415,Commercial,2026-02-03,2026-02-16,193.54
INV00644,J00644,C0068,Residential,2025-07-07,2025-07-10,135.95
INV00645,J00645,C0383,Residential,2025-09-21,2025-10-07,118.77
INV00646,J00646,C0361,Commercial,2025-10-03,2025-10-08,643.38
INV00647,J00647,C0386,Property Management,2025-07-17,2025-09-01,2528.43
INV00648,J00648,C0264,Residential,2025-08-11,2025-08-16,861.73
INV00649,J00649,C0188,Residential,2026-05-13,2026-05-20,397.67
INV00650,J00650,C0378,Residential,2025-10-31,2025-10-31,9134.89
INV00651,J00651,C0137,Residential,2025-10-24,2025-11-07,552.5
INV00652,J00652,C0364,Property Management,2026-03-14,2026-06-06,6691.43
INV00653,J00653,C0235,Residential,2026-06-10,2026-06-19,4023.85
INV00654,J00654,C0357,Commercial,2025-09-23,,2199.48
INV00655,J00655,C0178,Commercial,2026-01-30,2026-02-10,398.47
INV00656,J00656,C0297,Property Management,2025-10-27,2025-12-14,439.95
INV00657,J00657,C0156,Commercial,2026-04-07,2026-04-12,117.54
INV00658,J00658,C0076,Residential,2026-01-07,2026-01-07,2753.43
INV00659,J00659,C0363,Residential,2025-11-24,2025-11-24,540.29
INV00660,J00660,C0134,Property Management,2025-12-10,2026-02-28,372.23
INV00661,J00661,C0277,Residential,2025-09-14,2025-09-30,882.83
INV00662,J00662,C0080,Residential,2025-09-13,2025-09-22,75.32
INV00663,J00663,C0342,Commercial,2026-02-28,2026-03-07,2197.13
INV00664,J00664,C0348,Commercial,2026-03-03,,488.01
INV00665,J00665,C0270,Residential,2025-07-29,2025-07-30,4444.01
INV00666,J00666,C0202,Property Management,2026-02-14,2026-04-09,4666.7
INV00667,J00667,C0367,Residential,2026-01-01,,200.85
INV00668,J00668,C0373,Property Management,2026-02-14,2026-04-20,8826.83
INV00669,J00669,C0301,Commercial,2026-02-03,2026-02-17,167.33
INV00670,J00670,C0388,Property Management,2025-12-19,2026-01-27,5754.63
INV00671,J00671,C0096,Property Management,2026-02-22,2026-04-05,612.79
INV00672,J00672,C0287,Residential,2026-04-26,2026-05-11,3797.61
INV00673,J00673,C0335,Property Management,2026-05-24,2026-07-10,124.94
INV00674,J00674,C0253,Property Management,2025-07-15,2025-08-23,9466.0
INV00675,J00675,C0192,Commercial,2025-11-10,2025-11-12,113.44
INV00676,J00676,C0183,Property Management,2025-12-11,2026-02-16,87.25
INV00677,J00677,C0328,Property Management,2025-11-26,2026-01-09,4328.06
INV00678,J00678,C0351,Residential,2025-09-24,2025-09-29,759.91
INV00679,J00679,C0071,Commercial,2025-12-28,2026-01-11,449.45
INV00680,J00680,C0258,Residential,2025-08-22,2025-08-27,4438.24
INV00681,J00681,C0236,Commercial,2026-03-27,2026-04-02,8996.19
INV00682,J00682,C0419,Property Management,2026-06-19,2026-08-19,509.36
INV00683,J00683,C0114,Commercial,2025-12-03,2025-12-10,419.69
INV00684,J00684,C0010,Property Management,2026-02-03,2026-04-04,8148.15
INV00685,J00685,C0061,Commercial,2026-03-20,2026-03-24,357.05
INV00686,J00686,C0103,Residential,2026-05-05,2026-05-07,4234.78
INV00687,J00687,C0083,Residential,2026-04-23,2026-05-01,798.6
INV00688,J00688,C0112,Residential,2026-04-23,2026-05-04,1282.44
INV00689,J00689,C0358,Property Management,2025-10-18,2025-12-13,119.2
INV00690,J00690,C0264,Residential,2026-01-11,2026-01-15,118.81
INV00691,J00691,C0361,Commercial,2025-09-08,2025-09-17,96.62
INV00692,J00692,C0116,Residential,2026-02-19,2026-02-19,3295.57
INV00693,J00693,C0007,Residential,2026-03-01,2026-03-01,899.11
INV00694,J00694,C0203,Residential,2025-08-13,2025-08-24,5903.75
INV00695,J00695,C0174,Residential,2025-08-03,2025-08-16,340.18
INV00696,J00696,C0304,Commercial,2026-03-13,2026-03-13,2537.03
INV00697,J00697,C0262,Property Management,2026-05-05,2026-07-13,125.53
INV00698,J00698,C0051,Residential,2026-05-18,2026-05-28,563.66
INV00699,J00699,C0156,Commercial,2026-05-06,2026-05-06,635.38
INV00700,J00700,C0339,Commercial,2026-02-24,2026-03-04,5988.23
INV00701,J00701,C0061,Commercial,2025-07-10,2025-07-19,396.7
INV00702,J00702,C0221,Commercial,2025-12-03,2025-12-14,249.93
INV00703,J00703,C0288,Residential,2026-06-03,2026-06-16,139.08
INV00704,J00704,C0165,Commercial,2026-05-12,2026-05-22,243.0
INV00705,J00705,C0195,Residential,2026-04-25,2026-05-03,243.34
INV00706,J00706,C0044,Residential,2026-05-28,2026-06-02,4258.05
INV00707,J00707,C0337,Residential,2025-12-14,2025-12-24,984.74
INV00708,J00708,C0200,Property Management,2025-12-10,2026-01-28,131.24
INV00709,J00709,C0315,Property Management,2026-03-12,2026-04-27,409.66
INV00710,J00710,C0136,Property Management,2025-08-08,2025-10-11,3466.18
INV00711,J00711,C0173,Residential,2025-08-17,2025-08-24,5140.19
INV00712,J00712,C0412,Property Management,2025-08-09,2025-09-14,2609.75
INV00713,J00713,C0093,Residential,2026-03-21,2026-03-21,141.07
INV00714,J00714,C0327,Residential,2026-06-04,,114.95
INV00715,J00715,C0103,Residential,2026-05-17,2026-05-26,269.12
INV00716,J00716,C0212,Commercial,2025-12-11,2025-12-17,5101.61
INV00717,J00717,C0099,Residential,2025-10-31,2025-11-13,3666.23
INV00718,J00718,C0082,Residential,2026-02-02,2026-02-12,160.7
INV00719,J00719,C0029,Commercial,2025-07-22,2025-07-31,139.47
INV00720,J00720,C0204,Residential,2026-01-25,2026-02-02,860.21
INV00721,J00721,C0047,Property Management,2025-08-31,2025-11-24,2442.81
INV00722,J00722,C0112,Residential,2026-01-16,2026-01-19,4007.96
INV00723,J00723,C0274,Property Management,2026-04-28,2026-05-24,840.78
INV00724,J00724,C0367,Residential,2025-09-13,2025-09-23,457.42
INV00725,J00725,C0130,Commercial,2026-06-05,2026-06-22,490.09
INV00726,J00726,C0005,Property Management,2025-10-30,2025-12-18,143.23
INV00727,J00727,C0083,Residential,2025-10-29,2025-11-06,4272.91
INV00728,J00728,C0400,Residential,2025-07-18,2025-07-18,4339.34
INV00729,J00729,C0260,Residential,2025-08-21,2025-09-02,214.51
INV00730,J00730,C0329,Residential,2026-06-21,2026-07-03,858.42
INV00731,J00731,C0081,Residential,2025-12-08,2025-12-15,4997.62
INV00732,J00732,C0232,Residential,2026-05-01,,151.67
INV00733,J00733,C0213,Residential,2025-11-22,,5258.56
INV00734,J00734,C0332,Property Management,2025-07-11,2025-09-15,447.01
INV00735,J00735,C0220,Residential,2025-07-26,2025-07-29,167.65
INV00736,J00736,C0345,Residential,2025-07-08,2025-07-12,153.73
INV00737,J00737,C0196,Commercial,2025-11-14,2025-11-21,2151.54
INV00738,J00738,C0093,Residential,2026-06-12,2026-06-12,5487.73
INV00739,J00739,C0351,Residential,2025-11-05,2025-11-21,653.06
INV00740,J00740,C0363,Residential,2026-01-20,2026-01-20,5570.43
INV00741,J00741,C0311,Commercial,2025-10-29,2025-10-29,145.45
INV00742,J00742,C0203,Residential,2025-11-07,2025-11-19,176.94
INV00743,J00743,C0240,Residential,2025-09-25,2025-10-08,84.89
INV00744,J00744,C0144,Residential,2025-07-23,2025-07-31,568.87
INV00745,J00745,C0085,Commercial,2025-11-13,2025-11-26,420.88
INV00746,J00746,C0097,Commercial,2026-06-02,2026-06-18,86.15
INV00747,J00747,C0021,Residential,2026-02-09,2026-03-01,6149.12
INV00748,J00748,C0048,Residential,2025-09-14,,4722.4
INV00749,J00749,C0003,Residential,2026-04-15,,6145.69
INV00750,J00750,C0014,Residential,2026-06-12,,5205.69
INV00751,J00751,C0015,Residential,2025-08-24,2025-09-11,256.74
INV00752,J00752,C0023,Commercial,2026-05-01,2026-05-06,1193.73
INV00753,J00753,C0025,Residential,2026-04-18,,596.81
INV00754,J00754,C0205,Residential,2026-05-05,2026-05-21,122.43
INV00755,J00755,C0400,Residential,2025-10-15,2025-10-22,389.25
INV00756,J00756,C0068,Residential,2026-02-07,2026-02-19,2769.42
INV00757,J00757,C0289,Residential,2026-01-15,2026-01-24,120.03
INV00758,J00758,C0021,Residential,2026-05-19,2026-06-06,156.25
INV00759,J00759,C0240,Residential,2026-03-11,2026-03-23,6124.13
INV00760,J00760,C0219,Commercial,2025-12-01,2025-12-15,4854.7
INV00761,J00761,C0238,Residential,2026-02-03,,175.57
INV00762,J00762,C0380,Residential,2026-03-15,2026-03-15,421.68
INV00763,J00763,C0371,Residential,2025-11-30,2025-12-02,518.5
INV00764,J00764,C0041,Residential,2025-10-04,2025-10-11,7383.36
INV00765,J00765,C0007,Residential,2025-07-03,2025-07-22,111.5
INV00766,J00766,C0317,Residential,2026-05-05,2026-05-09,135.98
INV00767,J00767,C0070,Residential,2025-12-02,2025-12-20,3583.26
INV00768,J00768,C0333,Residential,2025-10-16,2025-10-17,93.13
INV00769,J00769,C0217,Residential,2026-02-23,2026-02-26,191.34
INV00770,J00770,C0300,Residential,2026-02-27,2026-02-27,303.64
INV00771,J00771,C0378,Residential,2026-02-07,2026-02-07,164.8
INV00772,J00772,C0366,Commercial,2026-03-20,2026-04-03,79.55
INV00773,J00773,C0060,Residential,2026-05-28,2026-06-17,153.82
INV00774,J00774,C0177,Residential,2025-11-25,2025-11-25,5653.42
INV00775,J00775,C0151,Residential,2026-06-02,2026-06-11,129.22
INV00776,J00776,C0319,Residential,2026-01-01,2026-01-06,90.54
INV00777,J00777,C0407,Residential,2025-09-19,2025-09-19,106.2
INV00778,J00778,C0183,Property Management,2025-07-10,2025-08-21,673.85
INV00779,J00779,C0317,Residential,2025-12-20,2026-01-01,118.7
INV00780,J00780,C0354,Residential,2025-07-24,2025-08-10,4158.98
INV00781,J00781,C0401,Residential,2026-02-20,2026-03-02,7163.44
INV00782,J00782,C0106,Residential,2025-08-23,2025-09-09,653.71
INV00783,J00783,C0172,Residential,2025-08-20,2025-08-20,605.96
INV00784,J00784,C0175,Residential,2025-07-04,2025-07-12,4805.85
INV00785,J00785,C0386,Property Management,2026-05-19,,7419.64
INV00786,J00786,C0407,Residential,2026-01-26,2026-01-26,126.16
INV00787,J00787,C0174,Residential,2026-03-22,2026-03-28,5388.83
INV00788,J00788,C0030,Commercial,2026-06-04,,688.42
INV00789,J00789,C0156,Commercial,2026-01-31,2026-02-15,183.52
