job_id,date,customer_id,tech_id,job_type,revenue,labor_hours,labor_cost,material_cost,is_callback,parent_job_id
J00307,2026-06-06,C0158,T07,Furnace Repair,561.68,3.1,127.31,56.37,0,
J00308,2026-04-20,C0017,T10,Maintenance,112.85,3.2,36.26,25.08,0,
J00309,2025-08-23,C0170,T03,Diagnostic,130.9,2.7,45.47,17.49,0,
J00310,2025-08-15,C0006,T08,Wiring Repair,385.65,2.7,81.05,58.36,0,
J00311,2025-07-01,C0225,T07,AC Repair,1308.86,7.2,358.58,230.02,0,
J00312,2025-08-21,C0334,T10,Diagnostic,131.87,2.6,35.3,34.26,1,
J00313,2025-07-11,C0054,T05,Wiring Repair,251.94,2.2,64.58,62.08,0,
J00314,2025-08-17,C0315,T10,Wiring Repair,825.26,5.9,218.44,190.41,0,
J00315,2026-02-08,C0052,T01,Furnace Repair,352.17,7.8,92.05,74.25,0,
J00316,2026-04-03,C0153,T05,Electrical Panel Upgrade,2441.38,1.3,697.66,654.22,0,
J00317,2026-01-01,C0045,T07,AC Repair,561.92,5.2,129.21,59.08,0,
J00318,2025-11-27,C0060,T08,AC Install,5350.12,3.8,1462.53,1242.34,0,
J00319,2026-04-05,C0190,T03,Maintenance,205.0,3.6,54.71,31.3,0,
J00320,2025-10-24,C0032,T10,Electrical Panel Upgrade,2208.05,5.9,473.64,515.86,0,
J00321,2026-01-28,C0032,T09,Furnace Install,7908.46,6.7,5011.8,5408.43,0,
J00322,2026-03-01,C0154,T08,Furnace Install,3642.15,7.3,2523.5,2460.36,0,
J00323,2026-04-19,C0388,T02,Furnace Repair,413.5,7.6,93.07,58.87,0,
J00324,2025-07-22,C0350,T02,Maintenance,146.04,8.0,42.95,38.97,0,
J00325,2025-08-04,C0285,T07,AC Install,5884.13,3.3,1420.61,1127.58,0,
J00326,2026-06-24,C0213,T02,Maintenance,108.6,5.0,31.21,31.82,0,
J00327,2025-08-24,C0275,T05,AC Install,8780.81,7.1,2104.06,2028.0,0,
J00328,2026-02-28,C0142,T03,AC Repair,632.08,5.8,164.5,113.24,0,
J00329,2026-06-19,C0382,T01,Furnace Install,5861.22,2.9,3660.26,3718.75,0,
J00330,2025-12-07,C0357,T08,Electrical Panel Upgrade,3649.1,7.8,854.6,584.21,0,
J00331,2025-12-12,C0310,T07,Electrical Panel Upgrade,3543.0,2.3,820.94,938.16,0,
J00332,2026-03-22,C0264,T01,Wiring Repair,754.04,1.5,231.07,136.24,0,
J00333,2026-03-26,C0099,T03,AC Repair,541.48,1.4,110.98,59.62,0,
J00334,2025-10-10,C0238,T06,Electrical Panel Upgrade,3163.84,5.4,691.56,335.72,0,
J00335,2026-05-01,C0243,T03,Diagnostic,119.02,3.4,26.72,33.19,0,
J00336,2026-06-18,C0015,T05,AC Install,5819.39,2.1,1663.41,1704.99,0,
J00337,2026-05-28,C0138,T04,Furnace Install,6848.89,4.6,4951.24,5422.84,0,
J00338,2026-02-28,C0308,T03,Furnace Repair,596.45,2.6,173.72,172.14,0,
J00339,2026-06-29,C0193,T07,Electrical Panel Upgrade,4099.28,4.2,954.03,657.64,0,
J00340,2026-05-16,C0053,T10,Maintenance,89.96,8.0,31.03,24.1,0,
J00341,2026-05-01,C0351,T05,Electrical Panel Upgrade,2091.88,1.4,728.51,477.2,0,
J00342,2025-11-11,C0077,T04,Electrical Panel Upgrade,3196.69,2.7,666.56,867.78,0,
J00343,2026-01-23,C0370,T03,Wiring Repair,217.82,4.5,53.22,61.29,0,
J00344,2025-07-19,C0372,T06,Furnace Install,7194.87,5.8,4875.69,4812.89,0,
J00345,2025-12-31,C0337,T03,Electrical Panel Upgrade,4166.54,2.3,894.31,523.27,0,
J00346,2026-04-13,C0336,T06,Furnace Repair,226.44,3.5,70.56,36.55,0,
J00347,2025-12-17,C0300,T05,Wiring Repair,405.84,7.0,109.81,110.91,0,
J00348,2026-05-14,C0100,T08,AC Install,6502.86,7.1,1672.86,1038.32,1,
J00349,2025-09-16,C0176,T04,Furnace Repair,392.78,5.0,131.97,75.22,0,
J00350,2025-10-01,C0171,T08,AC Install,7286.2,2.2,2150.7,735.49,0,
J00351,2025-09-25,C0403,T08,Furnace Repair,577.06,1.6,168.6,130.82,0,
J00352,2026-03-02,C0020,T01,Maintenance,158.93,6.1,54.43,44.25,0,
J00353,2026-03-29,C0347,T01,Furnace Install,3223.09,6.1,1918.56,2479.35,0,
J00354,2025-08-22,C0302,T09,Maintenance,129.1,1.5,26.71,37.4,0,
J00355,2026-03-24,C0352,T07,Wiring Repair,896.83,3.4,300.62,154.12,0,
J00356,2026-01-23,C0115,T04,AC Repair,398.3,6.1,114.89,53.29,0,
J00357,2026-05-30,C0328,T07,AC Repair,451.01,1.3,157.49,104.81,0,
J00358,2025-07-11,C0214,T02,AC Repair,282.67,2.8,86.29,39.88,0,
J00359,2025-07-05,C0339,T07,Electrical Panel Upgrade,2072.65,4.6,608.15,497.74,0,
J00360,2025-08-23,C0059,T05,AC Install,8208.56,4.5,2391.57,2098.04,0,
J00361,2025-10-12,C0152,T07,Wiring Repair,312.26,4.8,105.09,74.21,0,
J00362,2025-10-29,C0344,T01,AC Repair,142.36,5.0,39.02,41.27,0,
J00363,2025-08-08,C0330,T05,AC Install,4886.96,7.9,1194.39,942.48,0,
J00364,2025-09-28,C0185,T05,AC Repair,637.1,6.2,136.5,160.32,1,
J00365,2025-09-09,C0184,T06,Furnace Repair,645.15,7.7,155.0,159.1,0,
J00366,2025-12-23,C0206,T02,Furnace Repair,388.13,4.2,126.28,92.37,0,
J00367,2026-02-01,C0068,T02,Furnace Repair,542.01,1.4,185.03,71.48,0,
J00368,2026-04-29,C0348,T10,Diagnostic,107.86,5.3,34.18,23.97,0,
J00369,2025-09-05,C0058,T08,Diagnostic,141.57,4.1,29.66,32.7,1,
J00370,2026-06-13,C0266,T06,Furnace Install,6129.38,5.9,3487.91,4385.13,0,
J00371,2025-12-25,C0286,T03,Maintenance,205.86,5.3,41.53,59.06,0,
J00372,2026-02-26,C0039,T03,Diagnostic,131.36,3.2,32.79,20.44,0,
J00373,2026-04-08,C0419,T07,Maintenance,119.78,4.2,38.35,22.71,0,
J00374,2026-02-14,C0255,T02,Wiring Repair,721.67,1.1,188.01,77.34,0,
J00375,2025-08-16,C0288,T09,Electrical Panel Upgrade,2358.5,5.7,807.91,407.24,1,
J00376,2025-10-23,C0287,T06,Diagnostic,132.56,5.2,40.76,22.89,0,
J00377,2025-08-19,C0175,T01,Furnace Install,5188.78,5.4,3683.94,3564.29,0,
J00378,2025-08-24,C0253,T03,AC Repair,441.64,6.1,95.41,98.12,0,
J00379,2026-01-18,C0401,T08,Furnace Install,4267.24,3.4,2993.17,2396.59,0,
J00380,2026-06-10,C0235,T08,AC Install,7450.74,7.7,1640.62,1488.4,0,
J00381,2025-07-25,C0248,T10,Maintenance,210.09,6.5,70.7,50.08,0,
J00382,2025-09-04,C0337,T07,AC Install,7103.28,7.2,1957.78,1256.8,0,
J00383,2026-06-20,C0204,T05,Furnace Install,8596.12,7.8,5506.41,5014.49,0,
J00384,2026-06-24,C0161,T09,Electrical Panel Upgrade,3722.06,7.5,1097.59,521.75,0,
J00385,2025-11-26,C0364,T03,Wiring Repair,655.06,7.7,180.52,156.47,0,
J00386,2025-08-29,C0246,T09,Wiring Repair,607.96,7.6,186.35,142.78,0,
J00387,2026-03-31,C0414,T07,Electrical Panel Upgrade,1834.48,1.7,471.7,202.92,0,
J00388,2025-11-14,C0350,T05,Furnace Repair,310.29,6.9,94.2,49.35,0,
J00389,2025-07-17,C0053,T08,Wiring Repair,631.28,5.7,179.46,91.45,0,
J00390,2026-01-16,C0402,T09,Furnace Install,7662.27,5.9,5276.14,4304.24,0,
J00391,2026-01-30,C0028,T09,Wiring Repair,209.08,2.8,61.28,53.56,0,
J00392,2025-10-24,C0280,T10,Wiring Repair,716.92,2.4,221.34,99.44,0,
J00393,2026-06-15,C0089,T03,AC Install,7910.48,1.8,1630.31,1232.63,0,
J00394,2025-09-21,C0170,T01,Electrical Panel Upgrade,3059.09,7.6,630.15,874.06,0,
J00395,2026-05-17,C0405,T08,Electrical Panel Upgrade,3346.23,3.5,1062.78,547.35,0,
J00396,2025-10-03,C0082,T09,AC Install,5995.59,4.8,1281.81,864.8,0,
J00397,2025-12-17,C0151,T06,Wiring Repair,352.91,6.3,98.67,105.64,0,
J00398,2026-05-29,C0343,T02,AC Repair,324.53,5.5,109.62,48.28,1,
J00399,2025-12-12,C0198,T02,Maintenance,122.61,6.1,24.98,24.94,0,
J00400,2026-03-21,C0023,T08,Diagnostic,97.23,5.6,24.12,11.32,0,
J00401,2026-04-02,C0108,T02,AC Repair,1030.75,7.1,271.74,124.5,0,
J00402,2026-06-25,C0383,T02,Maintenance,178.87,1.2,55.01,19.24,0,
J00403,2025-09-30,C0037,T09,Electrical Panel Upgrade,3352.4,2.6,800.54,595.41,0,
J00404,2026-02-07,C0200,T01,Wiring Repair,671.31,4.7,198.85,150.15,0,
J00405,2026-04-26,C0184,T02,AC Repair,443.87,6.5,108.84,52.07,0,
J00406,2026-02-10,C0339,T07,Maintenance,93.04,2.1,21.68,23.2,0,
J00407,2026-04-06,C0153,T03,Electrical Panel Upgrade,3628.68,7.4,1158.47,892.17,0,
J00408,2025-07-06,C0022,T02,Furnace Repair,182.62,5.2,51.24,52.85,0,
J00409,2025-12-24,C0331,T07,Furnace Install,7968.17,2.0,4675.71,5611.35,0,
J00410,2025-08-28,C0028,T10,Furnace Repair,622.72,7.5,217.42,119.72,0,
J00411,2025-11-26,C0051,T05,AC Install,4684.51,5.1,1605.53,803.05,0,
J00412,2025-10-29,C0318,T05,AC Install,3918.85,2.4,1069.37,649.23,0,
J00413,2026-06-21,C0291,T10,Furnace Repair,369.54,3.2,97.65,37.31,0,
J00414,2025-10-22,C0185,T05,Maintenance,106.59,6.1,35.36,20.53,0,
J00415,2025-12-04,C0056,T09,Diagnostic,88.18,5.2,28.77,23.96,0,
J00416,2026-04-02,C0376,T05,Furnace Install,8163.48,1.5,4613.02,4527.94,0,
J00417,2025-07-16,C0109,T10,Maintenance,207.73,4.9,58.48,62.26,0,
J00418,2025-09-15,C0115,T07,Wiring Repair,824.01,5.1,270.75,104.46,0,
J00419,2025-08-16,C0258,T06,Maintenance,90.39,2.7,31.15,26.79,0,
J00420,2026-03-21,C0082,T08,Furnace Repair,273.16,7.6,81.65,80.18,0,
J00421,2026-03-05,C0113,T01,Wiring Repair,733.03,2.6,175.67,107.61,0,
J00422,2026-03-23,C0241,T07,Wiring Repair,842.53,7.2,173.55,193.53,0,
J00423,2026-03-24,C0297,T05,Electrical Panel Upgrade,3269.75,2.2,974.55,565.86,0,
J00424,2025-08-09,C0115,T07,Electrical Panel Upgrade,3194.2,3.5,1054.59,630.45,0,
J00425,2026-05-06,C0072,T09,AC Repair,363.65,4.6,88.05,47.29,0,
J00426,2026-05-05,C0213,T04,AC Install,8367.04,6.0,2277.74,1637.96,0,
J00427,2025-09-21,C0125,T01,Maintenance,94.65,5.0,21.22,21.38,1,
J00428,2026-04-20,C0086,T01,Furnace Repair,314.3,2.3,108.03,69.1,0,
J00429,2025-07-10,C0111,T02,Electrical Panel Upgrade,3012.85,7.9,994.53,404.06,0,
J00430,2026-05-04,C0393,T10,Furnace Repair,274.58,5.6,65.81,67.23,0,
J00431,2026-02-18,C0194,T04,AC Install,5812.77,1.8,1338.99,1580.6,0,
J00432,2026-01-31,C0050,T10,Furnace Repair,272.26,7.3,78.95,75.02,0,
J00433,2025-08-30,C0338,T08,AC Install,4281.97,5.2,1387.91,1196.36,0,
J00434,2026-05-29,C0216,T09,Maintenance,137.52,1.3,38.43,20.06,0,
J00435,2026-01-12,C0412,T10,Wiring Repair,718.98,6.3,218.93,85.95,0,
J00436,2026-03-02,C0146,T02,Furnace Install,6550.44,4.8,3940.49,3611.7,0,
J00437,2025-07-04,C0004,T09,AC Install,5750.18,2.4,1843.76,1045.2,0,
J00438,2026-02-04,C0275,T05,Electrical Panel Upgrade,2943.62,3.6,710.39,695.05,0,
J00439,2026-01-28,C0190,T03,Diagnostic,116.93,4.4,40.72,25.2,0,
J00440,2026-01-20,C0383,T02,Furnace Repair,299.48,6.5,102.54,35.95,0,
J00441,2025-12-21,C0200,T03,AC Repair,323.17,1.6,71.68,92.16,0,
J00442,2025-08-02,C0190,T04,Electrical Panel Upgrade,2016.11,1.3,519.45,598.56,0,
J00443,2026-03-24,C0030,T10,Electrical Panel Upgrade,4353.43,6.7,1288.81,817.55,0,
J00444,2026-06-02,C0018,T04,Electrical Panel Upgrade,3916.69,4.6,1193.68,873.57,0,
J00445,2026-01-01,C0081,T01,Furnace Install,3686.32,2.9,2321.96,2644.62,0,
J00446,2025-10-11,C0047,T02,AC Repair,860.17,4.9,247.25,145.79,0,
J00447,2025-10-24,C0207,T08,Furnace Install,6419.48,2.8,4053.43,3701.58,0,
J00448,2025-11-28,C0412,T02,Wiring Repair,559.3,2.8,156.99,144.68,0,
J00449,2026-02-12,C0248,T10,Maintenance,189.87,6.3,65.35,36.41,0,
J00450,2026-04-27,C0060,T08,AC Repair,363.59,6.5,84.74,87.35,0,
J00451,2026-01-28,C0275,T09,Wiring Repair,206.81,6.8,49.06,24.53,0,
J00452,2025-12-23,C0092,T09,AC Install,6359.33,3.5,2124.95,978.16,0,
J00453,2026-06-15,C0378,T08,Furnace Install,4318.13,6.1,3128.7,2598.2,0,
J00454,2025-11-05,C0399,T03,Wiring Repair,274.68,7.4,82.78,63.91,0,
J00455,2026-04-04,C0191,T08,AC Repair,706.11,7.9,236.23,193.3,0,
J00456,2026-03-19,C0114,T07,Electrical Panel Upgrade,3825.46,1.9,1066.77,706.31,0,
J00457,2025-07-17,C0352,T07,Wiring Repair,743.13,4.2,162.04,151.33,0,
J00458,2025-07-05,C0195,T04,AC Repair,521.3,5.3,124.57,109.32,0,
J00459,2026-02-27,C0095,T06,Wiring Repair,549.14,2.5,167.55,95.8,0,
J00460,2025-11-21,C0293,T03,Diagnostic,84.84,5.0,19.88,10.18,0,
J00461,2025-10-29,C0101,T07,Maintenance,108.11,7.7,24.05,28.23,0,
J00462,2026-03-13,C0274,T09,Furnace Repair,554.69,6.5,135.9,117.83,0,
J00463,2026-01-20,C0031,T03,AC Install,4792.8,2.8,1561.71,571.59,0,
J00464,2025-11-11,C0287,T06,Wiring Repair,590.24,6.7,148.52,107.63,0,
J00465,2026-06-13,C0295,T10,Furnace Install,6839.25,4.8,5101.22,4248.21,0,
J00466,2026-03-19,C0041,T08,Diagnostic,103.58,3.0,30.53,13.36,0,
J00467,2025-12-20,C0293,T10,Maintenance,142.03,7.3,30.09,23.96,0,
J00468,2026-05-31,C0310,T05,Electrical Panel Upgrade,3540.54,2.9,944.38,965.01,0,
J00469,2026-04-27,C0086,T07,Diagnostic,88.79,1.2,27.45,20.64,0,
J00470,2026-06-24,C0086,T04,AC Install,5882.27,1.7,2003.03,1144.91,1,
J00471,2026-01-20,C0135,T02,AC Install,7208.61,1.6,2449.04,1282.91,0,
J00472,2025-11-23,C0068,T03,Diagnostic,114.51,2.2,23.5,19.62,0,
J00473,2026-03-01,C0140,T09,Diagnostic,116.14,1.9,39.75,24.14,0,
J00474,2026-02-19,C0328,T09,Maintenance,172.78,3.2,43.55,35.93,0,
J00475,2026-02-12,C0212,T06,Electrical Panel Upgrade,2501.48,3.1,500.33,658.08,0,
J00476,2025-12-24,C0274,T08,Electrical Panel Upgrade,1822.46,7.5,623.36,356.13,1,
J00477,2026-02-06,C0119,T10,Electrical Panel Upgrade,3951.27,4.8,902.02,1092.26,0,
J00478,2025-11-05,C0194,T07,Furnace Repair,294.71,1.6,86.58,59.92,0,
J00479,2026-05-10,C0333,T05,Electrical Panel Upgrade,3805.9,6.7,996.9,1030.24,0,
J00480,2025-11-26,C0317,T08,AC Install,6216.6,5.9,1702.1,1020.32,0,
J00481,2026-03-31,C0053,T03,AC Repair,221.96,4.1,44.66,26.2,1,
J00482,2025-10-20,C0160,T07,Wiring Repair,750.01,4.5,191.78,179.54,1,
J00483,2025-08-11,C0137,T01,Furnace Repair,583.34,1.5,157.81,80.76,0,
J00484,2026-01-12,C0394,T02,AC Repair,663.64,7.8,157.33,198.37,0,
J00485,2025-08-18,C0200,T08,Furnace Install,7016.08,3.2,4312.17,4962.41,1,
J00486,2026-04-08,C0247,T05,AC Install,7331.12,2.4,2442.2,1999.43,0,
J00487,2025-08-27,C0167,T07,Furnace Install,3284.38,6.6,2190.48,2131.4,0,
J00488,2025-07-22,C0080,T10,Diagnostic,102.85,1.6,23.0,12.17,0,
J00489,2026-05-17,C0183,T01,AC Repair,931.72,6.5,203.93,136.53,0,
J00490,2026-05-27,C0376,T08,Wiring Repair,335.08,5.8,85.02,42.54,0,
J00491,2026-03-06,C0151,T09,Diagnostic,115.71,4.4,32.98,24.15,0,
J00492,2026-02-25,C0284,T10,Electrical Panel Upgrade,2232.93,4.7,597.1,589.23,0,
J00493,2026-02-18,C0195,T09,AC Repair,1216.7,5.3,309.78,272.59,0,
J00494,2025-08-02,C0269,T04,Maintenance,178.5,6.4,39.83,27.96,0,
J00495,2025-12-12,C0268,T02,AC Install,7453.35,1.3,2539.13,1011.63,1,
J00496,2025-08-24,C0051,T04,Diagnostic,77.39,5.5,19.99,15.32,0,
J00497,2026-04-29,C0188,T01,Electrical Panel Upgrade,2395.95,6.0,483.89,680.95,0,
J00498,2025-08-10,C0185,T01,Diagnostic,116.85,7.6,30.66,20.31,0,
J00499,2026-05-12,C0021,T09,Electrical Panel Upgrade,3782.61,6.8,800.74,541.59,0,
J00500,2025-08-21,C0198,T09,Furnace Install,4260.98,4.7,2555.53,3009.66,0,
J00501,2026-04-12,C0393,T02,Maintenance,172.66,3.5,46.41,40.24,0,
J00502,2025-09-24,C0206,T09,Furnace Repair,442.44,5.6,123.92,97.33,0,
J00503,2025-12-09,C0212,T06,Wiring Repair,734.93,4.0,227.0,162.92,0,
J00504,2025-10-18,C0382,T09,Maintenance,122.29,7.7,32.67,21.94,0,
J00505,2025-11-23,C0070,T09,AC Repair,733.28,3.1,171.06,198.82,1,
J00506,2026-06-19,C0262,T09,Electrical Panel Upgrade,3302.07,7.5,737.05,355.13,0,
J00507,2025-09-09,C0299,T06,Electrical Panel Upgrade,2474.61,2.8,606.39,529.81,0,
J00508,2025-10-20,C0406,T06,AC Install,6395.2,4.4,2141.46,1538.49,0,
J00509,2025-08-18,C0375,T01,Electrical Panel Upgrade,3982.52,3.7,1262.53,1132.53,0,
J00510,2026-02-08,C0395,T02,Maintenance,118.7,5.6,34.46,12.14,0,
J00511,2026-01-12,C0269,T05,AC Repair,278.72,2.0,76.75,40.18,1,
J00512,2026-01-18,C0295,T10,Diagnostic,112.85,2.6,27.48,20.19,0,
J00513,2025-08-12,C0382,T10,Diagnostic,78.7,3.8,16.74,15.77,0,
J00514,2025-09-05,C0287,T08,Furnace Repair,283.02,3.8,80.86,60.07,0,
J00515,2026-03-26,C0037,T04,Furnace Install,4691.04,4.0,3222.5,3255.6,1,
J00516,2026-01-28,C0179,T06,Maintenance,113.95,3.4,33.99,28.94,0,
J00517,2025-12-27,C0075,T10,Diagnostic,108.03,7.5,25.39,25.61,0,
J00518,2025-08-13,C0125,T01,AC Install,9193.65,7.5,3036.78,2427.37,1,
J00519,2026-06-21,C0231,T05,AC Install,6327.14,3.3,1967.75,900.83,0,
J00520,2025-11-10,C0374,T10,Diagnostic,149.42,5.9,44.86,26.2,0,
J00521,2026-03-27,C0088,T05,AC Repair,165.91,5.9,39.93,32.02,0,
J00522,2025-08-04,C0340,T05,Maintenance,200.62,5.6,66.13,20.83,0,
J00523,2026-05-29,C0195,T04,Maintenance,155.62,6.0,52.22,30.65,0,
J00524,2025-08-15,C0257,T04,Furnace Repair,682.73,4.9,209.51,73.7,0,
J00525,2025-12-04,C0202,T08,Wiring Repair,721.07,1.1,218.23,123.36,0,
J00526,2026-03-14,C0321,T01,Electrical Panel Upgrade,2495.73,3.7,873.49,743.91,0,
J00527,2025-11-21,C0175,T03,Furnace Install,8224.18,5.6,4667.71,5309.14,0,
J00528,2026-05-10,C0124,T07,Furnace Install,6408.23,4.0,3924.89,4494.36,0,
J00529,2025-09-06,C0298,T03,Furnace Install,6231.58,6.6,4502.43,3908.76,0,
J00530,2026-03-26,C0395,T07,Furnace Repair,255.48,7.5,86.24,41.77,0,
J00531,2025-08-30,C0075,T06,Furnace Repair,558.08,6.4,185.29,102.02,0,
J00532,2026-02-12,C0399,T03,Electrical Panel Upgrade,2307.42,1.9,470.55,685.74,0,
J00533,2026-05-07,C0119,T10,Furnace Install,4493.11,1.2,2542.63,3347.17,0,
J00534,2026-05-06,C0095,T06,Diagnostic,138.91,4.4,30.65,19.26,1,
J00535,2025-07-08,C0114,T07,Electrical Panel Upgrade,3804.39,7.9,1193.31,430.76,0,
J00536,2026-02-10,C0235,T06,Diagnostic,141.57,4.0,44.8,31.37,0,
J00537,2025-12-08,C0381,T10,Maintenance,163.92,4.8,48.56,39.48,1,
J00538,2025-08-25,C0022,T08,Diagnostic,140.83,2.7,39.53,41.79,1,
J00539,2026-01-15,C0150,T04,AC Repair,871.65,6.4,211.71,116.19,0,
J00540,2025-07-28,C0331,T08,Furnace Repair,414.88,6.1,90.02,106.1,0,
J00541,2026-06-22,C0212,T07,Furnace Repair,348.2,1.2,93.34,97.26,0,
J00542,2026-02-18,C0166,T05,AC Install,7650.3,7.4,2444.07,1864.19,0,
J00543,2025-08-28,C0044,T06,Diagnostic,114.29,3.7,36.42,23.12,0,
J00544,2026-01-10,C0394,T01,Maintenance,111.39,3.3,36.83,30.36,0,
J00545,2025-09-13,C0215,T01,Furnace Repair,340.19,6.1,117.08,53.67,0,
J00546,2025-09-06,C0319,T01,Furnace Install,7486.22,1.1,4862.49,5050.66,0,
J00547,2026-05-08,C0112,T04,Diagnostic,119.16,4.3,31.16,13.81,0,
J00548,2025-11-03,C0322,T10,Electrical Panel Upgrade,3305.38,6.8,685.33,428.55,0,
J00549,2025-07-19,C0342,T01,Furnace Repair,480.61,5.2,119.99,56.49,0,
J00550,2025-09-30,C0313,T05,Furnace Repair,523.68,5.9,149.69,111.25,0,
J00551,2026-04-23,C0048,T01,Wiring Repair,737.96,3.3,246.94,194.86,0,
J00552,2026-04-08,C0242,T05,AC Install,4307.27,5.9,1038.75,884.76,0,
J00553,2026-06-22,C0030,T10,Furnace Install,3812.09,6.1,2576.2,3037.47,0,
J00554,2026-06-18,C0312,T07,Electrical Panel Upgrade,4089.05,2.8,1170.58,918.6,0,
J00555,2026-05-11,C0374,T09,Diagnostic,122.39,4.4,27.78,27.16,0,
J00556,2025-10-08,C0013,T02,AC Repair,831.1,6.2,192.07,185.39,0,
J00557,2025-07-24,C0287,T06,Wiring Repair,764.23,2.5,226.28,181.89,0,
J00558,2025-08-04,C0260,T05,Electrical Panel Upgrade,3284.98,6.4,713.09,547.46,0,
J00559,2026-04-18,C0100,T03,AC Repair,381.36,5.7,128.68,98.94,0,
J00560,2026-03-04,C0275,T08,Furnace Repair,645.88,4.2,208.06,184.44,0,
J00561,2026-03-24,C0372,T10,Electrical Panel Upgrade,3631.13,4.9,736.42,782.43,0,
J00562,2025-12-29,C0144,T03,AC Install,8544.43,3.4,2189.82,1767.46,0,
J00563,2026-05-07,C0305,T03,Maintenance,104.31,6.5,25.68,28.33,0,
J00564,2025-11-17,C0255,T02,Maintenance,203.89,3.6,66.15,32.73,0,
J00565,2025-09-28,C0402,T06,AC Install,3724.37,2.4,796.61,749.34,0,
J00566,2026-03-14,C0175,T04,Furnace Repair,660.29,6.1,183.92,168.44,1,
J00567,2025-08-20,C0371,T04,Furnace Repair,199.01,3.7,65.62,24.51,0,
J00568,2025-07-23,C0240,T06,AC Install,8835.12,1.7,2782.42,2200.92,1,
J00569,2025-12-07,C0103,T06,Furnace Install,4278.26,2.9,2626.12,2824.84,0,
J00570,2025-09-15,C0059,T05,Furnace Repair,187.93,5.4,52.08,26.56,0,
J00571,2025-12-11,C0361,T03,Electrical Panel Upgrade,3970.81,5.0,896.18,644.36,0,
J00572,2026-04-03,C0067,T01,Diagnostic,77.17,7.3,16.02,13.64,0,
J00573,2026-01-17,C0304,T10,Furnace Repair,507.32,5.8,135.39,86.82,0,
J00574,2025-10-10,C0291,T08,AC Install,4290.77,6.7,1450.08,830.93,0,
J00575,2026-06-16,C0119,T08,Diagnostic,146.06,2.0,48.84,22.14,0,
J00576,2025-10-02,C0233,T06,Wiring Repair,541.25,1.5,117.42,105.94,0,
J00577,2025-11-22,C0295,T10,Wiring Repair,289.18,1.7,93.3,75.0,0,
J00578,2026-05-29,C0273,T05,AC Install,6265.85,5.1,1477.4,931.97,0,
J00579,2026-03-04,C0175,T02,Maintenance,116.28,5.9,30.78,34.42,0,
J00580,2025-12-23,C0340,T03,Furnace Install,6949.79,6.2,4811.91,5276.19,0,
J00581,2026-05-02,C0285,T06,Diagnostic,82.32,4.1,20.27,14.91,0,
J00582,2026-06-16,C0254,T06,Maintenance,173.49,1.4,40.36,22.17,0,
J00583,2026-05-22,C0339,T03,AC Repair,362.89,3.7,104.04,50.49,0,
J00584,2025-12-10,C0407,T10,Electrical Panel Upgrade,4265.65,3.1,1456.72,797.44,0,
J00585,2025-12-24,C0005,T10,AC Install,7168.94,4.6,2345.29,1939.21,0,
J00586,2026-04-08,C0361,T01,AC Repair,1098.8,1.8,266.27,116.73,0,
J00587,2026-04-29,C0365,T06,Maintenance,139.15,3.7,39.21,32.35,0,
J00588,2025-10-05,C0214,T06,Maintenance,109.21,8.0,32.82,13.85,0,
J00589,2025-07-09,C0337,T08,Furnace Repair,407.1,7.9,86.59,93.0,0,
J00590,2026-02-19,C0093,T10,Maintenance,148.53,4.0,47.98,26.28,0,
J00591,2026-02-03,C0256,T10,AC Repair,571.78,4.5,149.59,119.64,0,
J00592,2025-07-20,C0058,T06,Diagnostic,118.52,7.7,25.13,29.16,0,
J00593,2025-11-21,C0041,T09,Diagnostic,114.25,5.3,27.05,25.84,0,
J00594,2026-06-08,C0409,T09,AC Install,6977.77,5.3,2341.31,1444.44,1,
J00595,2026-02-18,C0376,T10,Diagnostic,99.86,3.5,34.62,15.87,0,
J00596,2026-06-21,C0134,T10,Electrical Panel Upgrade,1965.83,4.3,443.02,216.88,0,
J00597,2026-05-16,C0249,T05,AC Repair,298.69,7.0,72.19,37.79,0,
J00598,2025-11-09,C0310,T02,AC Repair,413.56,2.1,110.42,108.17,0,
J00599,2026-06-24,C0093,T08,Furnace Install,7676.48,7.0,4748.44,4384.04,0,
J00600,2025-09-17,C0395,T07,Diagnostic,103.74,5.6,32.04,13.84,0,
J00601,2025-12-24,C0387,T05,AC Repair,341.62,4.2,92.73,66.7,0,
J00602,2026-03-30,C0350,T07,Furnace Install,7151.4,4.3,4140.88,5489.2,1,
J00603,2026-02-15,C0272,T06,Maintenance,178.46,1.3,60.26,40.6,0,
J00604,2026-02-07,C0139,T06,Electrical Panel Upgrade,2521.14,1.7,751.68,449.34,0,
J00605,2025-11-01,C0173,T09,Furnace Install,6995.22,8.0,4285.65,3865.87,1,
J00606,2025-08-04,C0051,T07,AC Repair,800.32,3.5,247.13,120.35,1,
J00607,2026-05-14,C0305,T01,AC Install,7439.63,6.8,2548.62,1693.38,0,
J00608,2025-08-31,C0067,T10,AC Install,5755.75,6.3,1710.53,1500.18,0,
J00609,2025-08-26,C0151,T05,Furnace Repair,422.82,7.6,125.08,120.31,0,
J00610,2026-02-04,C0083,T05,Wiring Repair,746.51,2.9,156.29,132.67,0,
J00611,2025-11-10,C0226,T03,Electrical Panel Upgrade,1987.38,7.9,457.3,354.8,0,
J00612,2025-08-25,C0394,T09,Furnace Repair,404.25,5.3,87.29,76.13,0,
